pk_localizacao,pk_data,pk_juridica,pk_empresa_info,cd_cnpj,fl_matriz,nm_razao_social,faixa_de_veiculos,vl_latitude,vl_longitude,qt_filial,vl_total_veiculos,vl_total_veiculos_antt,vl_total_veiculos_leves,vl_total_veiculos_pesados
14399,1165,11,279,14514238000140,1,PADARIA E LANCHONETE REGAZZI DO LINS LTDA ME,,"-22,9151736","-43,2784307",0,0,0,0,0
14400,4223,7,113,14503187000150,1,JB DA CUNHA & LV DE SOUSA CUNHA REPRESENTACAO COMERCIAL LTDA ME,,"-20,9038216","-49,2682509",0,0,0,0,0
14401,1424,3,130,14529553000140,1,VANESSA MENDES DE ARAUJO ME,,"-23,9737774","-46,2757277",0,0,0,0,0
14402,3956,3,40,05474271000100,1,PEDRO PINHEIRO RESENDE ME,0 a 5,"-14,8619237","-40,8445346",0,0,0,0,0
14404,14403,7,53,04833902000160,1,KOSHIBA & AMARAL LTDA ME,,"-23,6934919","-46,6702898",0,0,0,0,0
14405,6628,7,148,08067581000190,1,SALATINI SERVICOS DE AGRONOMIA LTDA ME,,"-24,9388631","-53,4500787",0,0,0,0,0
14406,6936,15,1144,04811427000120,1,ASCENDINO DA SILVA ME,,"-29,9276927","-51,0527462",0,0,0,0,0
14407,3387,3,124,10722752000110,1,PAULO CESAR SILVA DA SILVA DISTRIBUIDORA ME,,"-30,0917937","-51,0626913",0,0,0,0,0
14408,13674,56,104,97735377000120,1,COMUNIDADE EVANGELICA LUTERANA,0 a 5,"-30,5937532","-51,7509551",0,1,0,1,0
14409,30,3,53,15202287000100,1,FRANCISCO UAGILON LIMA DA SILVA ME,,"-23,5392325","-46,4207122",0,0,0,0,0
14410,1449,3,672,16527512000140,1,MARCOS DAVID DE ALMEIDA MEI,,"-5,2577379","-36,7238597",0,0,0,0,0
14412,14411,7,8,03886097000250,0,SUPER MOVEIS COMERCIO DE ELETRODOMESTICOS LTDA ME,,"-18,8620794","-41,9546646",0,0,0,0,0
14413,749,3,672,11556213000110,1,EDILBERTO DONIZETH BATISTA PEREIRA MEI,,"-19,0677964","-51,5499857",0,0,0,0,0
14414,8096,3,8,12285795000100,1,SUSANA ROCHA DA SILVA ME,,"-29,9998297","-51,0977236",0,0,0,0,0
14416,14415,3,53,76678069000130,1,FERNANDO MENDES DA SILVA ME,,"-23,8782509","-49,8049974",0,0,0,0,0
14417,1745,7,148,64137789000100,1,DROGARIA MERCEDES LTDA ME,,"-23,6992131","-46,4481916",0,0,0,0,0
14418,2590,7,43,12226096000190,1,F J COMERCIO DE PRODUTOS AGROPECUARIOS E REPRESENTACOES LTDA ME,,"-5,5046787","-47,4689629",0,0,0,0,0
14419,11888,3,50,84084540000190,1,F ESSUCY ME,,"-3,2941768","-60,6343946",0,0,0,0,0
14420,13000,7,47,06295199000290,0,LIGUE COMERCIO DE APARELHOS DE COMUNICACAO LTDA ME,,"-27,8076912","-50,3042132",0,0,0,0,0
14421,10386,3,104,06071947000170,1,GABRIEL LYNCON NEPOMUCENA SANTOS ME,,"-14,8543678","-40,8389111",0,0,0,0,0
14422,418,15,12,34099747000160,1,IDALINA ALVES SIMAS,,"-14,7931762","-39,0375147",0,0,0,0,0
14424,14423,3,130,12260410000150,1,J L DE SANTANA ME,,"-9,6262984","-35,7323911",0,0,0,0,0
14426,14425,7,130,09390743000190,1,CICLO IMPACTO BICICLETAS LTDA ME,,"-23,5670924","-46,82378",0,0,0,0,0
14427,4614,3,32,12485770000150,1,SIRLEI MARQUES PACINI MEI,,"-23,4961985","-46,6704497",0,0,0,0,0
14428,319,11,12,02621396000110,1,MAPION COMERCIO E REPRESENTACOES LTDA ME,,"-26,8508425","-49,2728282",0,0,0,0,0
14429,7245,3,104,57968851000140,1,ENIO DONIZETE VIEIRA COSTA FRANCA ME,,"-20,5320972","-47,4185089",0,0,0,0,0
14431,14430,3,8,70493069000180,1,LUCILENE M PEREIRA ME,,"-15,6655152","-55,9805939",0,0,0,0,0
14433,14432,7,148,60805447000160,1,LANCHES AS BAMBINAS LTDA ME,,"-23,5902718","-46,6390977",0,0,0,0,0
14434,7875,1125,47,10396192000150,1,BFLORA AGROFLORESTAL E PARTICIPACOES SA,6 a 10,"-23,5848813","-46,5419965",1,8,0,8,0
14436,14435,3,130,11332433000160,1,M DO S B DE MIRANDA ME,,"-2,7617805","-42,275917",0,0,0,0,0
14437,2866,3,40,22769186000180,1,FRANCISCA PINTO DE ANDRADE ME,,"-3,1131263","-60,0333122",0,0,0,0,0
14438,4493,3,32,13212358000120,1,ARILZON ALMEIDA DA SILVA MEI,,"-22,9467046","-43,6768601",0,0,0,0,0
14439,5581,7,43,90024514000170,1,PADARIA E CONFEITARIA PANZE LTDA ME,0 a 5,"-29,6439575","-51,0240695",0,3,0,3,0
14440,1790,15,12,12334481000150,1,KELLY CRISTINA SANTOS DE ARAUJO ME,,"-23,495002","-47,5062482",0,0,0,0,0
14441,7125,56,57,23967664000120,1,CONSELHO CENTRAL SAGR COR DE JESUS DA SOC DE S V DE PAULO DE CONSELHEIRO LAFAIETE,,"-20,653711","-43,7744356",0,0,0,0,0
14442,4805,3,50,02603026000150,1,MARCIA TESTA DA ROSA ME,,"-30,0258949","-51,2133321",0,0,0,0,0
14444,14443,3,148,04918295000130,1,ROSANGELA APARECIDA SERAFINI ME,,"-26,1927074","-53,5980268",0,0,0,0,0
14445,10871,11,12,00731859000170,1,AUTO ELETRICA E MECANICA CARBURAUTO LTDA ME,,"-28,6635484","-49,4321253",0,0,0,0,0
14447,14446,1448,50,00996072000130,1,JOSE SOUZA DA CONCEICAO,,"-19,8764097","-43,9141746",0,0,0,0,0
14448,2058,3,32,15057939000160,1,ANDREIA VITOR CUSTODIO MEI,,"-21,4649238","-47,0145295",0,0,0,0,0
14450,14449,15,12,07527738000150,1,D APARECIDO PINTO RASTREAMENTO ME,,"-10,2390964","-63,2665274",0,0,0,0,0
14452,14451,15,12,07817781000150,1,MARCIA MAYUMI KATO ME,,"-24,3151711","-46,991243",0,0,0,0,0
14453,10537,11,12,00161924000170,1,RAGE FABRICACAO DE ARTEFATOS DE MADEIRA E REP LTDA,,"-8,0226367","-34,8581642",0,0,0,0,0
14455,14454,15,12,07458566000100,1,MARLY ZEO MALDONADO MARCHETTI ME,,"-21,7867549","-46,5673192",0,0,0,0,0
14456,6045,3,243,15456062000180,1,CLAUDENIR CONCEICAO CARDOSO MEI,,"-24,5153072","-48,8474063",0,0,0,0,0
14457,932,75,12,06802388000120,1,ELEICOES 2004 CF BELO HORIZONTE MG COMITE FINANC MUN UNICO PFL,,"-19,9686828","-43,9398419",0,0,0,0,0
14458,4744,137,12,06767485000120,1,ELEICOES 2004 RAUL CEZAR ARAUJO ABRANTES VEREADOR,,"-15,9257863","-48,8076931",0,0,0,0,0
14459,4744,137,12,06766092000100,1,ELEICOES 2004 JOACIR DE OLIVEIRA COSTA VEREADOR,,"-19,9194179","-41,6610356",0,0,0,0,0
14460,3787,137,12,06844569000110,1,ELEICOES 2004 ROSANE MARIA CARDOSO DANTAS VEREADOR,,"-12,1401382","-38,4212184",0,0,0,0,0
14462,14461,137,12,06952463000130,1,ELEICOES 2004 VANDERLEI DA SILVA VEREADOR,,"-20,6568403","-49,3883857",0,0,0,0,0
14464,14463,7,50,09020132000150,1,SEI COMERCIO LTDA ME,,"-8,1117406","-35,0155469",3,0,0,0,0
1482,3236,11,748,12063579000110,1,ARTESASUL IC INDUSTRIA E COMERCIO DE MOVEIS E ARTESANATO LTDA ME,,"-28,2782297","-52,1873115",0,0,0,0,0
14465,4167,3,50,07657597000190,1,UBERLAN RIBEIRO BARBOSA ME,,"-15,1206347","-40,0674311",0,0,0,0,0
14467,14466,7,43,10279641000180,1,PQ TENNIS CENTER ENGENHARIA CONSTRUCAO E SERVICOS LTDA ME,,"-21,7796773","-43,4048664",0,0,0,0,0
14468,12160,56,57,08799173002410,0,ACAO SOCIAL DA DIOCESE DE CAJAZEIRAS,,"-7,2507799","-38,3014689",0,0,0,0,0
14469,8516,3,40,01585429000150,1,M A DA SILVA CONTROLES ME,0 a 5,"-23,4948351","-46,8701165",0,1,0,1,0
14470,235,267,8,15815689000180,1,PARTIDO POPULAR SOCIALISTA PPS,,"-3,1068635","-67,9467463",0,0,0,0,0
14471,1350,7,43,12061050000320,0,DOERNER & CIA EPP LTDA,,"-10,3334408","-58,4930015",0,0,0,0,0
14473,14472,56,148,05791728000100,1,GRUPO DE AUX AO MENOR EST FUNDACAO DO BEM ESTAR DO MENO,,"-8,7578556","-63,9112516",0,0,0,0,0
14474,5092,174,1144,40330383000180,1,JWN MECANICA LTDA,,"-22,825792","-43,3113193",0,0,0,0,0
14476,14475,11,279,63554067001160,0,HAPVIDA ASSISTENCIA MEDICA LTDA,,"-3,7493809","-38,5248089",0,0,0,0,0
14477,8421,7,43,04585285000120,1,BONFANTE COMERCIO DE PRODUTOS AGROPECUARIOS LTDA ME,,"-28,6693203","-49,4222584",0,0,0,0,0
14478,347,11,3285,08414033000270,0,RCM COMERCIO DE PRODUTOS FARMACEUTICOS LTDA ME,,"-16,4435828","-39,0673267",0,0,0,0,0
14480,14479,7,43,03533797000180,1,CAMAR ASSESSORIA INTERNACIONAL EPP LTDA,,"-23,6482753","-46,7572964",0,0,0,0,0
14481,3025,7,113,03126388000160,1,PARNAGRO AGROPECUARIA LTDA ME,,"-2,9328798","-41,7542365",0,0,0,0,0
14482,5864,3,32,11840505000180,1,LUZIA CRISTINA TOMAS DE AQUINO MEI,,"-15,6182077","-56,1263337",0,0,0,0,0
14483,12499,7,617,64626179000170,1,CASA DO LOJISTA ATACADISTA DE MATERIAIS PARA CONSTRUCAO LTDA,0 a 5,"-23,5275887","-46,5675023",0,2,0,2,0
14484,5069,15,12,13012821000190,1,BRUNA MARIA ALMEIDA RIBEIRO ME,,,,0,0,0,0,0
14486,14485,56,883,06327345000130,1,CONSELHO DELIBERATIVO ESCOLAR DA ESCOLA MUNICIPAL SOTECO,,"-16,0768443","-57,6823043",0,0,0,0,0
14487,1686,7,43,14699869000180,1,K Z TRANSPORTES LTDA ME,6 a 10,"-27,8349502","-54,0562555",0,7,0,0,7
14489,14488,1448,148,84617547000120,1,W F ARRUDA,,"-9,1864929","-63,1936637",0,0,0,0,0
14490,13562,3,148,06652837000100,1,ANTONIO C S DE SOUSA LOCADORA,,"-23,4597351","-46,4280982",0,0,0,0,0
14491,11859,3,40,05764140000150,1,JUCEMAR FERREIRA MENDES ME,,"-28,4673317","-49,0074515",0,0,0,0,0
14493,14492,11,12,96760095000110,1,JOTAEME PLASTICOS LTDA,,"-12,9426645","-38,3647891",0,0,0,0,0
14494,4288,137,12,06589994000100,1,ELEICOES 2004 LUIZ DORISVALDO ALVES JORGE VEREADOR,,"-10,2750394","-47,8037104",0,0,0,0,0
14495,3089,11,12,05678844000100,1,ENDOGERAIS EQUIPAMENTOS MEDICOS LTDA ME,,"-19,9737771","-44,015341",0,0,0,0,0
14496,5985,15,12,81601502000170,1,MARCIO COLIN ME,0 a 5,"-26,3152659","-48,851377",0,1,0,1,0
14497,1005,11,12,21857495000140,1,INCORPORADORA TONY LTDA,,"-19,9074577","-44,0284354",0,0,0,0,0
14499,14498,11,12,32136434000100,1,MERCADO BOLSA CHEIA LTDA,,"-22,7284555","-43,4626794",0,0,0,0,0
14501,14500,75,12,54787304000170,1,APM DA EEPG PROFESSORA VASSILISSA TRANDAFILOV SILVA,,"-23,4968955","-46,1818497",0,0,0,0,0
14502,135,75,12,09908728000190,1,ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR SP PDT,,"-23,5056277","-47,6165337",0,0,0,0,0
14504,14503,11,12,04143129000100,1,UNIVERSAL COMERCIO INDUSTRIA E EXPORTACAO LTDA,,"-1,4510122","-48,4959254",0,0,0,0,0
14506,14505,174,12,75076992000130,1,C A FERNANDES REPRESENTACOES LTDA SC,,"-25,4542112","-49,3016442",0,0,0,0,0
14507,13995,3,243,13122343000170,1,JOCELITO JOSE FERREIRA MEI,,"-24,5322511","-49,9285081",0,0,0,0,0
14508,3420,7,57,00428307001160,0,EXPRESSO SAO MIGUEL LTDA,,"-27,661804","-48,6797797",0,0,0,0,0
14509,7315,7,47,01636454000620,0,SOL DI VERAO INDUSTRIA E COMERCIO DE CONFECCOES LTDA ME,,"-23,6239641","-45,4106636",0,0,0,0,0
14511,14510,7,68,73131856000250,0,EMPRESA DE AGUAS CRISS LTDA ME,,"-23,6423468","-46,8584828",0,0,0,0,0
14512,2415,101,47,07974778101680,0,NEIDE SANCHES FERNANDES,,"-21,277306","-49,4168599",0,0,0,0,0
14514,14513,3,883,04323762000180,1,NATAN LUCIANO MARTINS ME,,"-3,1456357","-59,9944029",0,0,0,0,0
14516,14515,3,40,08819498000120,1,GILDAIR BANDEIRA SARAIVA MENDES ME,,"-15,8148269","-42,2276816",0,0,0,0,0
14518,14517,7,40,01457452000160,1,DROGARIA FARMALU LTDA ME,,"-21,2521087","-46,1423364",0,0,0,0,0
14520,14519,7,148,33062100000100,1,LIMA & BERNARDES LTDA ME,,"-23,3211249","-51,5556308",0,0,0,0,0
14521,4648,886,110,10572071173300,0,SECRETARIA DE EDUCACAO,,"-7,844248","-35,3111011",0,0,0,0,0
14522,324,3,8,05997322000170,1,GERCINA CAVALCANTE DE LIMA ME,,"-23,523005","-46,4204835",0,0,0,0,0
14523,4807,3,32,12257938000170,1,VANDER LUCIO FERREIRA MOURAO MEI,0 a 5,"-19,4578661","-44,2547442",0,1,0,1,0
14524,6022,7,104,02873550000140,1,TRANSFORMUTACAO EDUCACAO E CONSULTORIA PESSOAL E EMPRESARIAL LTDA ME,,"-3,7399122","-38,5087395",0,0,0,0,0
14526,14525,3,57,82323437000120,1,MARIA HELENA SARTORI ME,,"-25,3436427","-49,2847023",0,0,0,0,0
14528,14527,7,40,11022875000100,1,CLINICA ODONTOLOGICA QUADROS LTDA ME,0 a 5,"-24,9536187","-50,1158925",0,0,0,0,0
14529,5948,3,32,11582620000100,1,IVO DE LIMA NETO MEI,,"-20,5509121","-48,5772772",0,0,0,0,0
14530,179,3,232,15492039000140,1,NATALIA SANTIAGO GOULART ROSA MEI,,"-22,8652008","-42,2914509",0,0,0,0,0
14532,14531,7,57,41115650000160,1,L A SANTOS EPP LTDA,0 a 5,"-8,6255858","-37,1631723",0,3,0,1,2
14534,14533,3,617,96846860000110,1,JOSE SILVA PEREIRA DE ITABUNA ME,,"-14,7880327","-39,2784178",1,0,0,0,0
14535,12977,75,12,06718233000100,1,ASSOCIACAO DOS REFLORESTADORES DO PIAUI,,"-5,1143243","-42,8054244",0,0,0,0,0
14536,4288,137,12,06567433000100,1,ELEICOES 2004 GERALDINO EVANGELISTA DE ANDRADE VEREADOR,,"-14,8548862","-40,8494366",0,0,0,0,0
14537,12977,15,12,06678296000180,1,ANTONIO LUIZ DE ARAUJO ME,,"-3,6650279","-45,3856079",0,0,0,0,0
14538,6964,15,12,07412542000110,1,FABIO LUIZ DA CUNHA,,"-22,7775601","-47,284205",0,0,0,0,0
14539,8542,11,12,03003291000160,1,CERTA INDUSTRIA CERAMICA DE ITAUCU LTDA ME,,"-16,1947205","-49,6145017",0,0,0,0,0
14540,12272,15,12,02262260000160,1,HELENA MELLO EWERT ME,,"-23,5213131","-46,1858528",0,0,0,0,0
14541,3441,15,12,05097164000100,1,MARCELO NACILDES TORETTI DOIS CORREGOS ME,,"-22,3685453","-48,390083",0,0,0,0,0
14542,7588,137,12,06679207000110,1,ELEICOES 2004 MARILDA GUEDES GASPERONI VEREADOR,,"-21,0651281","-41,3643611",0,0,0,0,0
14543,2870,15,12,02053271000130,1,F A CHAGAS SILVA,,"-3,7009698","-38,5855056",0,0,0,0,0
14545,14544,174,12,03531556000100,1,PREV CAMP CORRETORA DE SEGUROS DE VIDA LTDA SC,,"-21,1634198","-47,7957823",0,0,0,0,0
14547,14546,15,12,03753099000190,1,F B OLIVEIRA PRODUTOS VETERINARIOS,,"-23,0594241","-51,0389522",0,0,0,0,0
14548,13220,3333,12,03215547000100,1,COOPERATIVA DE TRABALHO DE JOIAS E BIJOTERIAS DO DF,,"-15,7961627","-47,8881119",0,0,0,0,0
14549,7046,11,12,03339605000280,0,HIROSHI LOCADORA DE VEICULOS TRANSPORTES E TURISMO LTDA ME,,"-26,8507788","-52,985974",0,0,0,0,0
14550,1534,11,12,02423557000160,1,NEROLLI CONFECCAO LTDA,,"-22,2644172","-46,1652629",0,0,0,0,0
14552,14551,11,12,02923051000110,1,MONIMIL COMERCIO LTDA,,"-20,2703126","-40,2921005",0,0,0,0,0
14553,8826,641,12,03466521000550,0,TELECOMUNICACOES DE MATO GROSSO DO SUL SA,,"-16,467426","-54,629643",0,0,0,0,0
14555,14554,11,12,03646633000160,1,JR SANT ANA INFORMATICA LTDA,,"-15,8144767","-48,0636325",0,0,0,0,0
14556,6150,11,12,02911862000100,1,TRANSVOLT SERVICOS TRANSPORTES PROJETOS E CONSTRUCOES ELETRI,,"-12,043377","-38,7673354",0,0,0,0,0
14557,9025,1448,50,01182068000100,1,MARILCE AMORIM ALMEIDA SOUZA,,"-15,6557733","-40,0580573",0,0,0,0,0
14558,2125,11,12,02608661000120,1,MGF AUTO PECAS LTDA ME,,"-8,2874627","-35,9679274",0,0,0,0,0
14559,135,75,12,09907876000190,1,ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR PB PTC,,"-7,2155077","-35,8879058",0,0,0,0,0
14560,9661,15,12,01749971000100,1,LAUDENOR NICOLI CARETA ME,,"-20,5986491","-41,2067666",0,0,0,0,0
14561,869,11,12,08226126000190,1,KHAIR & GIACOBBE COMUNICACAO ESTRATEGICA LTDA ME,,"-23,5756424","-46,664062",0,0,0,0,0
14562,4130,15,606,12911158000100,1,RAFAEL MALLMANN DOS SANTOS MEI,,"-25,5355905","-54,5525699",0,0,0,0,0
14563,216,75,12,10116122000100,1,ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR AC PTN,,"-10,0764608","-67,0586512",0,0,0,0,0
14565,14564,15,12,03227685000100,1,ODILEIA APARECIDA NUNES ME,,"-15,794483","-47,8898809",0,0,0,0,0
14566,3726,11,12,31588759000160,1,ESMALTACAO PORTELLA RIO INDUSTRIA E COMERCIO LTDA,,"-22,9017609","-43,1834626",0,0,0,0,0
14567,1666,15,12,50872936000180,1,IDALINA FALSARELLA PAGANI,,"-23,034946","-46,9835904",0,0,0,0,0
14569,14568,11,12,49167075000150,1,SOLFERRO COMERCIO DE PRODUTOS SIDERURGICOS LTDA ME,,"-21,7921572","-48,2069988",0,0,0,0,0
14570,3159,75,12,40434409000130,1,SOCIEDADE BRASILEIRA DE DERMATOLOGIA SBD RJ,,"-22,9075369","-43,1711676",0,0,0,0,0
14572,14571,3,50,00605157000140,1,CARLOS ROBERTO GRANGEIRO RODRIGUES ME,,"-7,3115611","-38,945025",0,0,0,0,0
14574,14573,101,8,08565272000140,1,JOAO BATISTA DE PAULO E OUTROS,,"-23,8888022","-47,9811739",1,0,0,0,0
14576,14575,15,12,00871185000100,1,ANTONIO MIRANDA ME,,"-20,0164546","-45,5481034",0,0,0,0,0
14577,3993,56,8,04460400000130,1,TRES IRMAOS ESPORTE CLUBE,,"-26,9848889","-52,6060904",0,0,0,0,0
14578,8889,3,32,11864893000130,1,KLEBER ANDRADE DE OLIVEIRA MEI,,"-12,9610871","-39,2574274",0,0,0,0,0
14579,3179,3,148,01191167000140,1,MANOEL VIEIRA NETO ME,,"-25,2952784","-54,0932225",0,0,0,0,0
14580,6881,3,4669,13584163000100,1,IRENI RODRIGUES DE JESUS MEI,,"-22,273334","-54,1670873",0,0,0,0,0
14582,14581,7,43,07669629000410,0,COMERCIAL PURIFICADOR DE AGUAS LTDA ME,,"-19,9254553","-43,9441158",0,0,0,0,0
14583,13556,7,57,28409969000210,0,EXPORTADORA ITAJUBI LTDA ME,,"-19,517246","-40,6477936",0,0,0,0,0
14584,12084,3,53,03911677000170,1,MARIA DEDI DA CONCEICAO VESTUARIOS ME,,"-22,7404267","-45,5942451",1,0,0,0,0
14585,235,3,32,15580422000150,1,ALEXANDRE PAULO SANTANA MEI,,"-13,0656247","-55,9224806",0,0,0,0,0
14586,3291,7,57,04145787000130,1,ECCL EMPREENDIMENTOS E CONSTRUCAO CIVIL LTDA,6 a 10,"-5,8490027","-35,2107163",0,8,0,7,1
14587,4426,7,43,06955712000140,1,EMPRESA DE TRANSPORTES ESTRELA TUR LTDA ME,11 a 15,"-13,1891188","-60,8163618",0,13,3,1,12
14588,3471,3,104,13152270000160,1,C S DE LIMA COMERCIO DE AUTO PECAS ME,,"-1,4174028","-48,4647287",0,0,0,0,0
14589,1703,137,12,16597846000190,1,ELEICAO 2012 SIMONE CRISTINA DE ALMEIDA VEREADOR,,"-23,99347","-48,3531916",0,0,0,0,0
14590,3189,3,104,15719094000120,1,S GOMES DE OLIVERA COMERCIO ME,,"-3,6598151","-45,3791255",0,0,0,0,0
14591,1062,3,32,15578182000150,1,MARCELO DAMACENO FERREIRA MEI,,"-20,2976178","-40,2957768",0,0,0,0,0
14592,13811,3,157,16589978000170,1,JOSUEL PEREIRA BOMFIM MEI,,"-22,7359673","-43,4450631",0,0,0,0,0
14593,9276,7,8,10669103000100,1,RODRIGUEZ E GONZALEZ DROGARIAS LTDA ME,,"-23,9681159","-46,3849394",0,0,0,0,0
14594,2330,3,243,15260807000130,1,JOSE LUIZ DA SILVA MEI,,"-16,7664682","-49,3174863",0,0,0,0,0
14595,1145,1125,68,09372578000810,0,EXPANDIR PARTICIPACOES SA FALIDA,,"-23,6103271","-46,6667585",0,0,0,0,0
14596,9193,101,57,09516678000520,0,MARIO DOMINGOS CEZARIN,,"-22,9295644","-47,5668877",0,0,0,0,0
14597,13813,101,47,08901446000280,0,OSVALDO FRANCISCO MERLOTO E OUTROS,,"-22,8427785","-47,6048717",0,0,0,0,0
14598,1157,101,47,08187420000300,0,DORVALINO GAROZI,,"-21,6824831","-51,0741711",0,0,0,0,0
14599,2992,101,47,08338897000250,0,LAUDELINO BESSELLI,,"-21,0092743","-51,2841298",0,0,0,0,0
14600,2663,101,47,08256705000500,0,ARMELINDO PAVANELLO,,"-22,504198","-48,71221",0,0,0,0,0
14601,13708,7,148,58356213000130,1,VAUGHAN INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO LTDA ME,,"-23,562697","-46,6558495",0,0,0,0,0
14602,5046,107,8,15723713000150,1,IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO TENDA DOS MILAGRES MG,,"-16,3596675","-46,902586",0,0,0,0,0
14604,14603,3,104,04465358000140,1,F A VERAS MATERIAL DE CONSTRUCAO ME,,"-3,7138853","-40,989043",0,0,0,0,0
14605,7816,3,672,11980335000130,1,LUCIA ROSA DA SILVA SANTANA MEI,,"-16,6810198","-49,3845167",0,0,0,0,0
14606,13782,7,8,17667304000100,1,IPANEMA CALCADOS LTDA ME,,"-21,1299181","-42,3670573",0,0,0,0,0
14607,13999,7,232,13238906000190,1,REIS & MOREIRA COMERCIO LTDA ME,,"-6,0682016","-49,9041696",0,0,0,0,0
14609,14608,94,148,04685302000100,1,ACS DESENHOS TECNICOS LTDA ME SC,,"-23,6078322","-46,7528802",0,0,0,0,0
14611,14610,15,1144,63256325000150,1,JOSE WELITON AMARAL DE ANDRADE ME,,"-12,9864225","-38,5038594",0,0,0,0,0
14613,14612,7,130,84641364000140,1,SELVATICI & SELVATICI LTDA ME,,"-11,4314923","-61,4476964",0,0,0,0,0
14615,14614,3,104,01603682000190,1,WELITON JOSE RIBEIRO ME,,"-16,028152","-47,0879457",0,0,0,0,0
14616,1741,3,104,15274005000180,1,DARIO VIEIRA LINS TRANSPORTES ME,,"-8,1547677","-34,939172",0,0,0,0,0
14617,6873,7,40,09129732000150,1,RM 2 IDIOMAS LTDA ME,0 a 5,"-23,319796","-51,1469218",0,1,0,1,0
14619,14618,7,104,65934887000130,1,MILLER MONTAGEM HIDRAULICA LTDA ME,,"-23,5700143","-46,6855417",0,0,0,0,0
14620,2120,107,47,04251333000810,0,COMUNIDADE CANCAO NOVA ASSOCIACAO INTERNACIONAL PRIVADA DE FIEIS,,"-23,5625227","-46,6333347",0,0,0,0,0
14621,4174,3,47,07158304000120,1,M DAS D B MELO ME,,"-22,8443911","-45,2288511",0,0,0,0,0
14622,4960,3,43,05689970000160,1,VANIO ROBERTO DOS SANTOS ME,0 a 5,"-26,2993915","-48,8436097",0,3,0,3,0
14623,48,3,32,12244983000190,1,SIDNEY ESTEVAM DE OLIVEIRA MEI,,"-12,1458184","-38,4432542",0,0,0,0,0
14624,1151,94,53,08464534000180,1,QUALITE SEGURANCA ALIMENTAR LTDA ME,,"-23,9707991","-46,3157418",0,0,0,0,0
14625,258,3,68,11336098000250,0,ANDERSON FLORIANO CORREIA ME,,"-30,0115962","-51,1506949",0,0,0,0,0
14626,4217,3,53,09054706000100,1,RENATA CIRILO DOS SANTOS RESTAURANTE ME,,"-22,9067889","-47,0786764",0,0,0,0,0
14628,14627,3,232,05899855000110,1,ALAN VIEIRA DE JUAZEIRO,,"-9,4152761","-40,5085325",0,0,0,0,0
14629,979,3,32,14291153000140,1,RAFAEL BARBOSA MARTINS MEI,0 a 5,"-23,6519673","-46,6125008",0,1,0,1,0
14630,7840,3,130,09516589000150,1,JAQUELINE AMANDA DE OLIVEIRA ME,,"-22,8841808","-48,4441654",0,0,0,0,0
14632,14631,3,57,13115662000230,0,ORDILEIDE MELO ME,,"-10,9689909","-37,0831858",0,0,0,0,0
14633,8461,7,113,11584381000110,1,TRANSPORTES BUGONE LTDA ME,,"-28,0648729","-52,0061737",0,0,0,0,0
14634,3068,3,113,94218674000100,1,LUCY DANTAS FERREIRA MORAES ME,,"-31,3370825","-54,0876441",0,0,0,0,0
14635,601,3,672,11746243000190,1,VALDEMAR FERREIRA NUNES MEI,,"-14,456671","-48,4234207",0,0,0,0,0
14637,14636,7,57,42085530000200,0,DEPOSITO DE BEBIDAS E BOMBONIERE MESSIAS LTDA ME,,"-12,8480347","-38,4489897",0,0,0,0,0
14639,14638,107,57,03167725000590,0,MITRA DIOCESANA DE CARAGUATATUBA,,"-23,6380437","-45,4348745",0,0,0,0,0
14640,9526,11,12,02483565000100,1,ANJOS ASTRAIS COMERCIO IMPORTACAO E EXPORTACAO LTDA ME,0 a 5,"-21,1092213","-44,1763584",0,1,0,1,0
14641,4260,3,32,11664909000160,1,SILVIO LEANDRO BRASILEIRO ARAUJO MEI,,"-7,1005427","-34,859561",0,0,0,0,0
14643,14642,11,279,10745911000100,1,MARQUES LOCACOES AUDIOVISUAIS LTDA ME,,"-19,9069975","-43,926274",0,0,0,0,0
14645,14644,11,603,77547248000100,1,TORO & BRUDER FOMENTO MERCANTIL LTDA ME,0 a 5,"-23,4203371","-51,9439814",0,2,0,2,0
14646,879,3,110,02669385000290,0,C V DE AVELA ME,,"-3,7533551","-38,579031",0,0,0,0,0
14647,5678,3,32,12637838000170,1,ATANAEL DOS SANTOS LOPES MEI,,"-12,9658678","-38,6164831",0,0,0,0,0
14648,10172,3,338,06296233000160,1,JEFFERSON ASTUTI BARBOSA DE BARROS ME,,"-23,3234622","-46,2272022",0,0,0,0,0
14649,2036,46,57,60746948303280,0,BANCO BRADESCO SA,,"-13,5900904","-39,4843477",0,0,0,0,0
14651,14650,56,57,07763885000120,1,COLEGIO ESTADUAL JOSE DANTAS DE SOUZA,,"-10,6793131","-38,2822178",0,0,0,0,0
14652,4204,7,104,08471379000120,1,SMS TECNOLOGIA LTDA ME,,"-15,7980619","-47,8937278",0,0,0,0,0
14654,14653,3,157,13056422000120,1,ROSANA DOS SANTOS MEI,,"-26,3460972","-48,8299212",0,0,0,0,0
